Age,Gender,Weight_kg,Height_cm,BMI,Sleep_hrs,Activity_Level,Water_Intake_L,Protein_g,Carbs_g,Fat_g,Fitness_Goal,Calories_kcal,Estimated_Maintenance_Calories,Caloric_Surplus_or_Deficit
61,Female,66.8,163.9,24.89,5.9,Sedentary,2.72,107,280,57,Muscle Gain,2064,1471.65,592.3500000000001
58,Male,74.0,164.0,27.53,9.4,Active,3.06,118,518,94,Muscle Gain,3393,2553.0,840.0
58,Female,57.7,163.4,21.6,7.7,Sedentary,2.01,92,249,51,Muscle Gain,1822,1376.7,445.3
36,Female,56.7,163.1,21.33,7.6,Moderate,2.9,91,328,62,Muscle Gain,2235,1930.33125,304.66875000000005
22,Female,52.0,159.8,20.34,4.5,Moderate,2.5,62,176,35,Weight Loss,1272,1934.0125,-662.0125
45,Male,80.6,173.3,26.82,6.1,Moderate,3.98,97,418,76,Maintenance,2747,2587.14375,159.85624999999982
20,Male,87.5,171.4,29.77,7.9,Moderate,2.91,105,454,83,Maintenance,2984,2869.4375,114.5625
36,Male,89.1,189.1,24.92,6.4,Sedentary,2.61,107,334,65,Maintenance,2353,2277.45,75.55000000000018
24,Male,61.4,183.1,18.3,6.4,Active,2.79,74,407,71,Maintenance,2565,2834.821875,-269.8218750000001
34,Female,64.6,162.1,24.58,6.0,Moderate,2.88,78,336,61,Maintenance,2203,2058.59375,144.40625
38,Female,69.8,159.4,27.5,7.0,Moderate,2.18,84,363,66,Maintenance,2381,2082.0375,298.9625000000001
50,Male,62.8,174.2,20.68,7.1,Sedentary,1.88,100,267,54,Muscle Gain,1957,1766.1,190.9000000000001
52,Male,65.7,173.8,21.75,8.4,Moderate,2.32,79,341,62,Maintenance,2240,2306.7875,-66.78749999999991
53,Male,59.8,177.7,18.94,6.0,Moderate,2.4,96,343,65,Muscle Gain,2340,2245.36875,94.63124999999992
35,Male,83.5,170.5,28.72,7.1,Sedentary,2.23,100,219,47,Weight Loss,1704,2076.75,-372.75
31,Male,72.4,175.0,23.65,8.0,Sedentary,2.08,87,272,53,Maintenance,1912,2001.3,-89.29999999999995
47,Male,62.6,166.4,22.63,7.4,Moderate,1.88,75,231,45,Weight Loss,1635,2225.8,-590.8000000000002
44,Female,49.1,156.8,19.97,7.5,Sedentary,2.45,59,184,36,Maintenance,1296,1308.0,-12.0
64,Male,62.5,169.7,21.71,4.6,Moderate,2.8,75,325,59,Maintenance,2132,2124.46875,7.53125
44,Male,77.6,177.2,24.7,7.6,Active,2.45,124,540,98,Muscle Gain,3542,2878.1625000000004,663.8374999999996
26,Female,66.4,155.5,27.45,6.1,Sedentary,2.29,80,249,49,Maintenance,1753,1613.85,139.1500000000001
35,Male,89.4,177.2,28.46,8.8,Moderate,2.56,107,464,85,Maintenance,3047,2838.8250000000003,208.17499999999973
52,Male,66.4,173.9,21.98,6.4,Moderate,2.01,80,345,63,Maintenance,2266,2318.6062500000003,-52.60625000000027
45,Male,64.7,174.2,21.33,5.9,Sedentary,2.38,78,149,34,Weight Loss,1209,1818.9,-609.8999999999999
24,Female,58.5,163.0,22.01,5.5,Sedentary,2.56,70,219,43,Maintenance,1545,1587.3,-42.29999999999996
59,Male,74.5,174.8,24.39,7.8,Active,0.59,89,495,87,Maintenance,3116,2669.4375,446.5625
41,Female,46.0,151.7,19.98,6.9,Active,2.62,55,211,40,Weight Loss,1422,1797.665625,-375.6656250000001
34,Male,76.6,186.5,22.02,7.4,Sedentary,1.43,92,287,56,Maintenance,2022,2119.95,-97.94999999999982
24,Male,62.5,184.1,18.44,6.2,Sedentary,1.89,100,266,54,Muscle Gain,1950,1992.75,-42.75
37,Female,54.0,164.1,20.06,6.9,Moderate,3.04,65,281,51,Maintenance,1843,1890.41875,-47.418750000000045
54,Female,51.2,157.2,20.72,6.1,Sedentary,2.6,61,98,24,Weight Loss,852,1276.2,-424.2000000000001
35,Male,84.3,179.4,26.19,6.5,Sedentary,2.74,101,316,62,Maintenance,2224,2153.1,70.90000000000009
35,Female,69.8,161.2,26.86,7.2,Sedentary,1.6,84,262,51,Maintenance,1843,1643.4,199.6000000000001
31,Male,78.1,185.1,22.78,6.6,Moderate,2.15,125,430,82,Muscle Gain,2962,2771.20625,190.79374999999985
47,Male,73.3,159.0,29.0,6.2,Moderate,3.38,117,408,78,Muscle Gain,2799,2319.9625,479.0374999999999
28,Female,64.7,153.4,27.49,7.7,Sedentary,2.0,78,242,47,Maintenance,1707,1565.7,141.29999999999995
62,Female,60.5,159.5,23.79,8.1,Moderate,2.34,73,314,57,Maintenance,2065,1752.85625,312.14374999999995
55,Male,79.9,177.4,25.41,6.6,Moderate,3.0,128,439,84,Muscle Gain,3026,2538.5125000000003,487.4874999999997
60,Male,73.0,180.3,22.48,5.9,Moderate,2.66,88,286,55,Weight Loss,1990,2420.90625,-430.90625
20,Male,72.9,182.6,21.86,8.1,Moderate,3.02,87,285,55,Weight Loss,1986,2751.6375000000003,-765.6375000000003
61,Male,92.3,174.6,30.29,7.2,Moderate,2.44,148,499,96,Muscle Gain,3449,2657.0875,791.9124999999999
38,Female,70.7,163.6,26.4,6.7,Active,2.07,85,469,82,Maintenance,2955,2377.9125,577.0875000000001
27,Female,62.5,174.7,20.49,7.0,Sedentary,2.57,75,234,46,Maintenance,1650,1705.05,-55.04999999999996
36,Female,54.4,159.2,21.46,5.7,Sedentary,2.3,65,204,40,Maintenance,1435,1437.6,-2.599999999999909
18,Female,54.1,171.4,18.43,7.9,Sedentary,2.59,87,238,48,Muscle Gain,1729,1633.5,95.5
63,Male,56.6,164.8,20.85,7.2,Active,1.91,68,376,66,Maintenance,2367,2218.35,148.6500000000001
25,Female,53.0,162.2,20.14,7.3,Sedentary,2.54,64,105,25,Weight Loss,899,1509.3,-610.3
38,Female,66.7,152.7,28.58,7.6,Sedentary,2.19,107,280,57,Muscle Gain,2060,1524.45,535.55
49,Female,53.1,167.6,18.88,5.9,Active,3.06,64,352,62,Maintenance,2218,2022.5625,195.4375
43,Female,62.4,157.9,25.02,5.7,Moderate,2.73,100,355,67,Muscle Gain,2428,1914.05625,513.9437499999999
52,Female,57.0,173.5,18.94,7.2,Sedentary,2.49,68,214,42,Maintenance,1505,1480.05,24.950000000000045
51,Female,54.0,160.7,20.91,6.3,Active,2.91,86,393,71,Muscle Gain,2559,1946.446875,612.5531249999999
23,Female,52.4,174.0,17.32,6.2,Moderate,1.83,63,272,50,Maintenance,1789,2070.025,-281.0250000000001
18,Male,78.7,172.9,26.3,6.4,Active,2.29,126,547,100,Muscle Gain,3588,3075.0281250000003,512.9718749999997
55,Female,60.2,156.0,24.73,7.8,Moderate,2.63,96,345,65,Muscle Gain,2352,1768.55,583.45
30,Female,52.8,156.8,21.5,7.2,Moderate,1.76,63,274,50,Maintenance,1802,1855.35,-53.350000000000136
33,Female,70.5,170.7,24.17,8.5,Active,2.39,113,496,90,Muscle Gain,3245,2494.134375,750.8656249999999
56,Male,79.4,166.0,28.84,7.7,Moderate,2.74,95,319,61,Weight Loss,2209,2412.5750000000003,-203.57500000000027
55,Male,79.6,177.7,25.22,5.3,Moderate,2.93,127,438,84,Muscle Gain,3015,2536.76875,478.2312499999998
50,Female,59.9,171.7,20.33,7.1,Sedentary,3.95,96,257,52,Muscle Gain,1882,1513.35,368.6500000000001
23,Female,64.4,165.6,23.47,6.6,Sedentary,2.97,103,272,56,Muscle Gain,1999,1683.6,315.4000000000001
39,Female,63.2,162.7,23.87,6.4,Sedentary,3.07,76,143,32,Weight Loss,1168,1551.45,-383.4500000000001
41,Male,68.9,177.7,21.83,7.6,Sedentary,3.22,110,287,59,Muscle Gain,2120,1919.55,200.45000000000005
50,Female,59.9,161.3,23.02,8.1,Moderate,2.82,96,343,65,Muscle Gain,2342,1853.99375,488.0062499999999
52,Male,96.4,189.2,26.93,7.6,Sedentary,3.2,154,379,79,Muscle Gain,2846,2269.8,576.2000000000003
54,Male,82.5,185.5,23.96,7.9,Moderate,2.31,99,428,78,Maintenance,2812,2665.03125,146.96875
50,Female,51.2,162.9,19.28,6.7,Moderate,2.58,61,172,35,Weight Loss,1245,1734.64375,-489.64375
32,Female,57.4,153.2,24.48,6.6,Sedentary,2.04,69,122,28,Weight Loss,1016,1452.6,-436.5999999999999
46,Female,63.0,161.9,24.04,8.0,Moderate,2.71,76,233,46,Weight Loss,1648,1938.85625,-290.85625000000005
24,Male,64.7,173.0,21.63,7.7,Moderate,2.94,78,242,47,Weight Loss,1707,2500.5375,-793.5374999999999
64,Male,74.1,173.0,24.74,6.8,Moderate,2.54,118,411,78,Muscle Gain,2825,2336.2375,488.7624999999998
42,Female,50.4,162.8,19.02,7.6,Sedentary,2.94,60,95,23,Weight Loss,831,1380.6,-549.5999999999999
33,Female,64.5,160.2,25.15,6.6,Moderate,2.71,103,365,69,Muscle Gain,2499,2046.3875,452.6125
43,Female,67.2,158.6,26.74,5.9,Moderate,2.42,108,379,72,Muscle Gain,2593,1995.2375,597.7625
48,Female,57.4,157.0,23.29,8.1,Moderate,2.22,69,298,54,Maintenance,1959,1789.0875,169.9124999999999
52,Female,68.3,164.2,25.34,7.4,Moderate,2.3,82,355,65,Maintenance,2329,1996.7875,332.21249999999986
28,Female,64.1,167.5,22.83,6.9,Active,2.09,103,456,83,Muscle Gain,2978,2392.359375,585.640625
64,Male,70.7,176.9,22.6,6.6,Sedentary,2.73,85,265,52,Maintenance,1867,1797.15,69.85000000000014
28,Male,55.9,175.8,18.1,7.2,Active,1.92,89,405,73,Muscle Gain,2637,2626.74375,10.256249999999907
56,Male,85.9,173.1,28.66,9.0,Moderate,2.27,103,446,81,Maintenance,2928,2582.1062500000003,345.8937499999997
41,Male,83.4,180.1,25.71,7.4,Moderate,2.06,100,340,65,Weight Loss,2345,2727.4187500000003,-382.4187500000003
36,Female,55.6,158.7,22.06,7.1,Sedentary,2.29,89,242,49,Muscle Gain,1767,1448.25,318.75
61,Male,66.9,165.3,24.48,7.0,Active,1.46,107,474,86,Muscle Gain,3096,2418.665625,677.3343749999999
24,Female,71.0,168.4,25.05,6.8,Moderate,1.87,85,275,53,Weight Loss,1921,2296.3250000000003,-375.3250000000003
28,Male,75.8,170.8,26.0,8.8,Moderate,2.29,121,420,80,Muscle Gain,2886,2620.275,265.7249999999999
61,Female,56.0,158.4,22.34,6.0,Sedentary,2.34,90,244,49,Muscle Gain,1779,1300.8,478.2000000000001
47,Male,80.4,173.8,26.62,8.3,Sedentary,1.36,96,302,59,Maintenance,2123,1992.3,130.70000000000005
53,Female,74.2,163.1,27.89,7.1,Sedentary,2.67,89,185,41,Weight Loss,1460,1602.45,-142.45000000000005
61,Female,56.5,153.5,24.0,5.6,Moderate,1.83,68,200,40,Weight Loss,1428,1640.48125,-212.48125000000005
38,Male,67.7,168.7,23.78,7.1,Moderate,2.76,81,352,64,Maintenance,2309,2396.88125,-87.88124999999991
27,Female,68.1,162.5,25.78,7.3,Sedentary,2.69,109,284,58,Muscle Gain,2097,1680.75,416.25
41,Female,55.2,155.1,22.92,6.8,Sedentary,1.94,66,207,40,Maintenance,1457,1386.45,70.54999999999995
36,Female,64.8,154.2,27.22,7.1,Moderate,3.03,78,336,61,Maintenance,2208,1969.6625,238.33749999999984
56,Male,75.7,183.6,22.46,6.2,Active,3.14,91,503,88,Maintenance,3166,2810.8875000000003,355.1124999999997
29,Male,68.2,169.0,23.89,6.7,Sedentary,2.42,82,256,50,Maintenance,1801,1917.9,-116.89999999999986
26,Male,69.5,176.3,22.36,5.7,Moderate,3.24,83,361,66,Maintenance,2371,2591.40625,-220.40625
51,Male,90.1,180.4,27.71,7.9,Moderate,2.64,144,488,94,Muscle Gain,3374,2756.675,617.3249999999998
41,Male,55.4,173.6,18.37,8.8,Moderate,3.52,66,288,52,Maintenance,1888,2230.4500000000003,-342.4500000000003
54,Female,65.9,161.1,25.37,6.7,Moderate,2.12,79,342,62,Maintenance,2246,1914.05625,331.9437499999999
19,Male,74.1,180.5,22.76,6.3,Active,2.18,89,492,86,Maintenance,3098,3068.9906250000004,29.00937499999964
26,Female,54.1,157.0,21.96,6.4,Moderate,2.4,65,187,37,Weight Loss,1346,1908.4375,-562.4375
27,Male,70.1,158.5,27.91,8.0,Moderate,2.26,112,392,75,Muscle Gain,2691,2420.51875,270.4812499999998
61,Female,59.6,146.4,27.8,5.0,Moderate,2.75,72,216,43,Weight Loss,1533,1619.75,-86.75
30,Female,47.6,151.1,20.84,7.9,Moderate,2.53,57,153,31,Weight Loss,1122,1719.53125,-597.53125
48,Female,57.4,177.8,18.17,6.0,Sedentary,2.29,69,215,42,Maintenance,1516,1541.1,-25.09999999999991
53,Male,75.3,173.0,25.15,5.3,Sedentary,2.62,120,308,64,Muscle Gain,2287,1889.1,397.9000000000001
44,Male,69.6,170.2,24.03,5.2,Moderate,2.8,111,390,74,Muscle Gain,2673,2394.3625,278.6374999999998
40,Male,71.7,179.5,22.27,7.8,Moderate,2.48,86,279,54,Weight Loss,1946,2548.00625,-602.0062499999999
32,Male,72.1,172.8,24.17,7.5,Moderate,2.33,87,281,54,Weight Loss,1959,2551.3,-592.3000000000002
48,Male,76.3,177.2,24.32,5.5,Active,2.88,92,507,89,Maintenance,3191,2821.2375,369.7624999999998
31,Female,59.8,154.5,25.04,6.4,Moderate,2.78,72,217,43,Weight Loss,1539,1933.81875,-394.81875000000014
38,Female,65.2,151.6,28.39,8.1,Moderate,2.75,78,245,48,Weight Loss,1725,1935.175,-210.17499999999995
22,Male,68.3,182.4,20.51,6.5,Moderate,2.88,82,355,65,Maintenance,2328,2662.9,-334.9000000000001
57,Female,55.9,156.6,22.78,7.5,Moderate,2.6,67,196,39,Weight Loss,1405,1692.2125,-287.2125000000001
64,Male,71.4,163.6,26.67,5.3,Moderate,2.69,86,277,54,Weight Loss,1934,2203.3250000000003,-269.3250000000003
40,Female,65.6,161.3,25.22,7.3,Moderate,2.15,105,371,70,Muscle Gain,2537,2019.84375,517.15625
23,Male,71.0,190.6,19.55,6.5,Sedentary,2.47,85,173,38,Weight Loss,1375,2149.5,-774.5
62,Female,52.2,164.5,19.3,6.6,Moderate,3.45,63,177,36,Weight Loss,1280,1672.64375,-392.64375
49,Male,82.5,170.7,28.31,6.7,Moderate,3.28,132,452,86,Muscle Gain,3114,2560.40625,553.59375
29,Male,70.5,169.0,24.69,8.6,Moderate,3.56,113,394,75,Muscle Gain,2705,2512.9375,192.0625
20,Male,86.6,177.3,27.54,5.7,Sedentary,2.43,104,231,50,Weight Loss,1786,2254.95,-468.9499999999998
31,Female,66.4,154.4,27.83,7.4,Moderate,1.95,80,251,49,Weight Loss,1763,2035.15,-272.1500000000001
59,Female,51.1,158.9,20.26,8.2,Moderate,2.52,61,172,35,Weight Loss,1244,1624.59375,-380.59375
62,Female,63.4,157.4,25.6,6.5,Sedentary,2.22,76,238,46,Maintenance,1673,1376.1,296.9000000000001
53,Female,66.9,160.6,25.94,6.5,Active,3.52,107,473,86,Muscle Gain,3095,2150.64375,944.3562499999998
47,Male,94.7,178.4,29.77,7.6,Moderate,3.16,114,398,76,Weight Loss,2730,2839.6,-109.59999999999992
51,Female,60.5,168.4,21.34,6.3,Sedentary,2.25,73,133,30,Weight Loss,1097,1489.8,-392.8
30,Male,84.4,175.7,27.35,7.7,Active,2.24,101,560,98,Maintenance,3529,3100.040625,428.9593749999999
58,Male,68.2,163.0,25.67,8.5,Moderate,2.35,82,354,65,Maintenance,2326,2194.4125,131.5875000000001
45,Male,71.1,171.9,24.05,5.9,Moderate,2.31,85,275,53,Weight Loss,1924,2426.33125,-502.3312500000002
55,Male,82.4,177.3,26.19,8.1,Moderate,3.25,99,428,78,Maintenance,2809,2576.2937500000003,232.70624999999973
58,Female,67.1,166.2,24.3,6.9,Active,2.31,81,445,78,Maintenance,2804,2171.34375,632.65625
33,Male,82.1,183.0,24.51,6.1,Moderate,2.22,131,450,86,Muscle Gain,3099,2797.3625,301.6374999999998
60,Female,63.1,165.8,22.96,5.1,Active,2.85,76,325,59,Weight Loss,2138,2080.78125,57.21875
19,Male,62.8,171.9,21.24,7.1,Moderate,2.37,75,326,59,Maintenance,2140,2499.18125,-359.1812500000001
62,Female,51.6,162.4,19.58,7.4,Sedentary,2.27,83,229,46,Muscle Gain,1663,1272.0,391.0
60,Female,61.9,166.2,22.4,7.0,Active,2.57,74,317,58,Weight Loss,2087,2064.39375,22.606249999999815
42,Male,87.0,168.4,30.68,7.3,Sedentary,2.55,139,348,72,Muscle Gain,2596,2061.0,535.0
37,Male,86.8,183.1,25.9,6.1,Moderate,2.86,139,472,91,Muscle Gain,3260,2840.18125,419.8187499999999
53,Male,77.8,173.4,25.89,5.8,Active,2.2,124,542,99,Muscle Gain,3552,2763.01875,788.9812499999998
46,Male,85.5,167.0,30.66,8.6,Moderate,2.89,103,350,67,Weight Loss,2415,2594.3125,-179.3125
60,Female,58.0,158.4,23.11,7.5,Sedentary,2.32,93,250,51,Muscle Gain,1830,1330.8,499.2000000000001
20,Male,85.9,178.0,27.11,7.1,Moderate,2.51,103,352,67,Weight Loss,2428,2908.5750000000003,-480.5750000000003
34,Male,76.9,181.2,23.43,6.9,Sedentary,2.34,92,288,56,Maintenance,2031,2083.8,-52.79999999999973
37,Male,47.9,172.8,16.05,7.1,Moderate,3.35,57,155,31,Weight Loss,1133,2137.4500000000003,-1004.4500000000004
63,Male,98.1,179.0,30.62,6.4,Active,3.28,118,557,100,Weight Loss,3599,3087.3187500000004,511.6812499999997
22,Male,79.6,152.5,34.22,7.6,Sedentary,2.74,96,299,58,Maintenance,2103,1972.95,130.05000000000018
32,Male,66.6,187.7,18.93,7.5,Moderate,2.79,107,376,71,Muscle Gain,2573,2610.39375,-37.39375000000018
31,Female,61.7,170.2,21.31,6.2,Sedentary,2.8,99,263,54,Muscle Gain,1930,1637.7,292.29999999999995
48,Male,72.6,184.6,21.3,8.4,Moderate,2.08,116,404,77,Muscle Gain,2776,2549.3625,226.63749999999985
21,Female,63.8,170.1,22.07,7.5,Active,1.77,102,454,82,Muscle Gain,2969,2475.5906250000003,493.4093749999997
53,Male,69.9,167.8,24.82,6.7,Sedentary,3.0,84,262,51,Maintenance,1845,1785.3,59.700000000000045
39,Female,60.7,167.5,21.64,9.1,Sedentary,2.19,73,134,31,Weight Loss,1103,1557.45,-454.4500000000001
49,Female,73.3,164.0,27.27,6.7,Moderate,1.89,88,381,69,Maintenance,2501,2095.6,405.4000000000001
64,Female,62.6,162.6,23.69,9.1,Sedentary,2.87,75,235,46,Maintenance,1653,1393.5,259.5
64,Male,66.5,182.6,19.94,7.3,Moderate,1.3,80,345,63,Maintenance,2266,2311.4375,-45.4375
35,Male,74.2,188.3,20.91,8.8,Moderate,2.16,89,385,70,Maintenance,2529,2710.75625,-181.7562499999999
45,Female,62.2,160.4,24.17,6.9,Sedentary,2.73,75,139,32,Weight Loss,1142,1486.2,-344.20000000000005
21,Male,74.2,173.5,24.65,5.9,Sedentary,2.25,89,185,41,Weight Loss,1459,2071.65,-612.6500000000001
18,Male,72.6,158.9,28.78,8.3,Sedentary,3.32,116,300,62,Muscle Gain,2218,1960.95,257.0500000000002
61,Female,60.9,173.6,20.2,7.9,Sedentary,1.78,73,228,45,Maintenance,1607,1473.6,133.4000000000001
62,Female,77.6,162.9,29.25,6.1,Moderate,2.71,124,428,82,Muscle Gain,2947,2050.84375,896.15625
49,Male,77.7,170.8,26.64,7.5,Moderate,2.69,93,403,74,Maintenance,2649,2486.975,162.0250000000001
64,Male,76.1,179.0,23.78,7.1,Active,2.55,122,531,97,Muscle Gain,3483,2699.1937500000004,783.8062499999996
58,Female,77.6,162.4,29.43,7.2,Sedentary,2.84,124,316,65,Muscle Gain,2349,1608.0,741.0
27,Male,76.6,170.7,26.29,5.7,Sedentary,1.92,123,313,65,Muscle Gain,2322,2043.45,278.5500000000002
45,Male,76.8,181.6,23.29,7.3,Active,3.41,92,510,89,Maintenance,3212,2903.175,308.8249999999998
34,Male,82.4,169.3,28.74,7.8,Active,2.41,99,547,96,Maintenance,3443,2962.040625,480.9593749999999
22,Male,87.9,177.5,27.92,8.4,Active,2.17,106,584,102,Maintenance,3675,3248.821875,426.1781249999999
20,Male,78.9,184.8,23.12,6.8,Active,2.64,95,430,78,Weight Loss,2799,3189.525,-390.5250000000001
55,Male,70.1,178.0,22.11,4.7,Moderate,2.48,84,270,52,Weight Loss,1890,2392.425,-502.4250000000002
60,Female,62.2,170.0,21.52,6.9,Moderate,2.3,75,323,59,Maintenance,2119,1896.425,222.57500000000005
60,Male,67.0,184.6,19.65,8.7,Moderate,2.88,80,348,63,Maintenance,2284,2369.5625,-85.5625
22,Male,86.4,181.3,26.27,7.9,Active,2.43,104,480,86,Weight Loss,3111,3263.915625,-152.9156250000001
38,Male,68.7,180.6,21.06,8.6,Active,2.45,82,456,80,Maintenance,2873,2813.0437500000003,59.95624999999973
40,Male,96.2,182.7,28.83,6.6,Sedentary,3.09,115,361,71,Maintenance,2540,2290.65,249.3499999999999
50,Male,87.0,176.1,28.07,6.9,Active,1.64,139,599,109,Muscle Gain,3937,2976.703125,960.296875
50,Female,66.9,160.8,25.89,8.0,Moderate,2.92,80,254,49,Weight Loss,1782,1957.65,-175.6500000000001
23,Male,61.7,181.5,18.72,7.1,Moderate,2.74,74,320,58,Maintenance,2103,2544.13125,-441.1312499999999
43,Male,82.1,178.0,25.91,7.2,Sedentary,3.18,99,308,60,Maintenance,2167,2068.2,98.80000000000018
43,Male,77.7,176.2,25.03,7.2,Moderate,3.32,93,310,60,Weight Loss,2149,2585.7875,-436.7874999999999
21,Male,67.9,179.0,21.21,6.5,Moderate,2.34,82,259,50,Weight Loss,1816,2631.5125000000003,-815.5125000000003
56,Female,72.8,163.5,27.2,7.7,Sedentary,2.37,87,273,53,Maintenance,1921,1570.65,350.35000000000014
54,Female,69.9,158.3,27.91,7.6,Active,2.07,112,492,90,Muscle Gain,3223,2168.971875,1054.0281249999998
19,Female,70.2,169.0,24.56,8.1,Sedentary,2.87,84,263,51,Maintenance,1853,1802.7,50.29999999999996
20,Female,58.6,163.4,21.97,7.5,Active,1.82,94,422,76,Muscle Gain,2751,2322.28125,428.71875
25,Female,48.8,164.9,17.93,7.2,Active,1.73,78,361,65,Muscle Gain,2339,2126.2781250000003,212.72187499999973
23,Female,54.0,167.9,19.14,7.2,Moderate,2.68,65,280,51,Maintenance,1841,2035.73125,-194.73125000000005
62,Male,80.1,184.7,23.49,6.4,Active,3.08,128,556,101,Muscle Gain,3650,2846.8968750000004,803.1031249999996
18,Male,62.3,177.0,19.9,6.6,Sedentary,1.97,75,234,46,Maintenance,1646,1973.1,-327.0999999999999
25,Female,73.6,168.6,25.91,6.4,Moderate,3.4,88,382,70,Maintenance,2510,2330.8125,179.1875
64,Male,84.1,175.0,27.46,7.0,Moderate,1.86,101,343,66,Weight Loss,2368,2510.6125,-142.61250000000018
59,Female,53.1,168.5,18.68,6.9,Sedentary,2.99,64,105,25,Weight Loss,901,1353.75,-452.75
44,Female,72.6,160.6,28.14,5.8,Moderate,2.24,87,283,55,Weight Loss,1974,2090.5625,-116.5625
39,Male,86.9,171.6,29.52,6.5,Moderate,2.78,104,358,68,Weight Loss,2464,2714.8250000000003,-250.82500000000027
23,Male,64.0,174.3,21.07,6.1,Active,1.95,102,456,83,Muscle Gain,2976,2793.421875,182.578125
26,Female,47.1,162.4,17.83,7.8,Moderate,1.64,56,244,45,Maintenance,1604,1852.25,-248.25
41,Female,62.7,151.7,27.25,7.7,Sedentary,3.07,100,266,54,Muscle Gain,1955,1450.95,504.05
31,Female,71.0,151.3,30.99,6.6,Moderate,2.47,85,275,53,Weight Loss,1920,2076.4187500000003,-156.41875000000027
40,Male,74.8,178.4,23.52,6.1,Active,2.52,90,403,73,Weight Loss,2627,2877.3,-250.30000000000015
60,Female,61.9,162.5,23.44,5.5,Sedentary,3.3,74,232,45,Maintenance,1634,1408.35,225.6500000000001
59,Male,57.4,171.2,19.6,8.9,Moderate,1.83,92,332,63,Muscle Gain,2258,2098.7000000000003,159.29999999999973
25,Male,68.2,180.6,20.91,5.9,Sedentary,1.63,82,256,50,Maintenance,1801,2028.9,-227.89999999999984
50,Male,78.3,175.1,25.55,4.9,Moderate,3.06,94,407,74,Maintenance,2670,2530.18125,139.8187499999999
51,Male,80.7,177.9,25.5,7.9,Moderate,3.7,97,325,63,Weight Loss,2251,2586.75625,-335.7562499999999
27,Male,82.2,167.9,29.17,6.5,Moderate,2.59,99,333,64,Weight Loss,2304,2699.13125,-395.1312499999999
43,Female,60.1,160.8,23.26,6.5,Sedentary,2.83,72,132,30,Weight Loss,1087,1476.0,-389.0
51,Male,95.3,178.7,29.83,7.1,Moderate,3.4,114,401,76,Weight Loss,2749,2820.80625,-71.80625000000009
64,Male,77.9,170.8,26.7,6.2,Moderate,2.81,94,405,74,Maintenance,2657,2373.8250000000003,283.1749999999997
45,Female,56.9,166.5,20.53,7.9,Moderate,2.51,68,202,40,Weight Loss,1442,1896.61875,-454.6187500000001
55,Male,66.6,182.9,19.9,6.6,Moderate,2.62,80,346,63,Maintenance,2270,2385.64375,-115.64375000000018
33,Male,74.0,171.4,25.21,8.6,Moderate,3.44,89,385,70,Maintenance,2525,2559.4375,-34.4375
32,Male,70.8,181.0,21.62,8.1,Sedentary,2.26,85,172,38,Weight Loss,1370,2021.1,-651.0999999999999
53,Male,64.8,174.2,21.37,6.8,Sedentary,2.91,78,149,34,Weight Loss,1212,1772.1,-560.0999999999999
51,Male,65.5,174.3,21.58,7.5,Sedentary,2.7,79,152,34,Weight Loss,1230,1793.25,-563.25
35,Male,77.8,172.4,26.19,8.4,Moderate,2.67,93,404,74,Maintenance,2653,2612.525,40.47499999999991
19,Male,85.6,168.5,30.15,6.4,Moderate,2.98,103,445,81,Maintenance,2919,2819.64375,99.35624999999982
48,Female,62.9,160.4,24.46,5.1,Active,2.67,76,324,59,Weight Loss,2130,2122.6125,7.387499999999818
46,Female,60.8,167.4,21.68,7.8,Sedentary,3.47,73,228,45,Maintenance,1604,1515.9,88.10000000000014
22,Female,49.8,157.4,20.12,6.1,Moderate,2.31,60,165,33,Weight Loss,1199,1876.6625,-677.6625000000001
39,Female,51.0,169.4,17.8,5.4,Moderate,2.68,82,301,57,Muscle Gain,2041,1879.7625,161.23749999999995
61,Male,60.5,173.2,20.16,6.2,Sedentary,3.25,73,227,44,Maintenance,1597,1665.0,-68.0
48,Male,65.5,184.3,19.27,7.4,Moderate,2.48,79,246,48,Weight Loss,1733,2436.40625,-703.40625
